Project,Description,Result_Title,indicator,type_result,Quarter,Status,Modified_Time,ID,value,Type,Implementor,Country,Component
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.1.1 Key individuals (females) trained,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,75,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.1.1 Key individuals (unknown) trained,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,0,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.1.1 Key individuals (males) trained,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,76,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.1 Key individuals trained,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,151,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.1.1 Key individuals (female prop) trained,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,0.5,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Scaling up Green Finance and establishing building blocks for scalable and low carbon investment in Colombia,"The project has successfully delivered both Green Bond Boot Camps in February 2020. 
The first Boot Camp took place on February 14th in Medellin. The bootcamp had a total of 31 male and 25 female participants.
The topics covered were green bonds basics and market overview, green bond labelling and certification, taxonomy, definitions, and criteria, and how to issue a green bond in Colombia. 
Attendees belonged to the following institutions: ODINSA, ABO Wind Renovables Colombia S.A.S., Akuo Energy Colombia, Almacenes Exito S.A., Arquitectura y Concreto, BANCOLOMBIA, BTG Pactual, Camara de Comercio de Medellin, Celsia, Cementos Argos, Compania DE Empaues, Cueros Velez, Deloitte & Touche, Empresas Publicas de Medellin- EPM, Fabricato, FINAGRO, Grupo Nutresa S.A., Grupo Renovatio, Hybrytec Power, Independiente- Consultor, ISA, Isagen SA, Metro de Medelliln, Offcors, Pactia, Productores Faminia S.A., Proteccion, Seguros Sura Colombia, Semilla Cap, Sura Investment Management, SURAMERICANA S.A.
The second Booth Camp was delivered on February 17th 2020 in Bogotá. This bootcamp had a total of 45 male and 50 female participants. The topics covered were the same than the ones in the first Boot Camp. 
Attendees belonged to the following institutions: Acueducto de Bogotá, AES Colombia, Agencia Nacional de Ingeniería, Alpina S.A., Arrocera la Esmeralda, Asobancaria, Asobolsa - Asociación de Comisionistas de Bolsa de Colombia, Asofondos, Banca Corficolombia, Banco Agrario, Banco de Bogotá, Banco de Occidente, Banco Finandina, Banco Pichincha, Banco Popular, Carbones Andinos Caso sostenible, Constructora Jaramillo Mora, Corficolombiana, CORPORACION CIINAS, CORREDORES DAVIVIENDA, DIESTRO, DNP, Ecopetrol, EDF Renouvelables, Emgesa S.A. E.S.P., Enel Green Power Colombia S.A.S. E.S.P., Enerfín., ETB, Financiera de Desarrollo Nacional FDNGEB, Gobernación de Cundinamarca, Grupo Aval, Grupo Energía de Bogotá, IFC, Inverlink, Itaú, ITAU COMISIONISTA DE BOLSA, ITAU CORPBANCA COLOMBIA, Keralty, KMPG, Manuelita, NEOEN, Optima Consultores, Óptima Consultores, Organización Terpel S.A., PEI, Política, Promigas S.A. E.S.P., Rayo Energía, Refeel, Scotiabank Colpatria, Semana, SFC, Siembra Más (Alcaldía de Barranquilla), Solar Pack, Terracol, Titularizadora Colombiana S.A., Transmilenio, ULTRASERFINCO, Valores Bancolombia.
These Boot Camps laid the foundations of what a green bond is, how to issue it, and what its operating mechanism is. They also served to analyse issues such as global developments to date, market dynamics, the role of different financial institutions, pricing, internationally approved standards and definitions, potential benefits of the issuance of green bonds, and CBI taxonomy and methodology. The goal was to drive the development of the financial market and be part of the rapid growth of the global green bond market.",Two training sessions (‘Boot Camps’) to ensure knowledge transfer and enduring capacity ,Output 1.2 Person days of training,Output,2020 Q1,Approved,04-Jun-2020 14:56:50,3814659000000452131,151,In_reported,Climate Bonds Initiative (CBI),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.1.1 Key individuals (females) trained,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,22,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.1.1 Key individuals (unknown) trained,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,0,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.1.1 Key individuals (males) trained,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,28,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.1 Key individuals trained,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,50,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.1.1 Key individuals (female prop) trained,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,0.4,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
Colombia Climate Finance Accelerator Follow-Up,"The kick-off workshop took place on November 19th, 2019, during the Colombian Climate Finance Event hosted by the Department of National Planning. The workshop had a duration of half a day and was attended by 50 people from the national government, private sector, international and local banks (Bancolombia, Bancoldex, BNP Paribas, Banco Agrario), and non-profit organizations. 
The first half of the workshop featured presentations on Colombia’s national climate goals, the CFA initiative process, and the concept of blended finance and the climate finance supply chain. In particular, this part of the workshop featured presentations from Carolina Diaz, the Deputy Director for Risk Management and Climate Change at DNP, who presented on Colombia’s national climate goals; from Marie-Justine Labelle, on behalf of PwC, on blended finance; and from several representatives of financial institutions which provided examples of climate projects which have been funded with blended mechanisms. 
The second half of the workshop consisted in small group discussions organized by sector and facilitated by members of the CFA consortium and financial experts. Each group discussed financing challenges and opportunities unique to their sector. 
Through these discussions, the consortium identified a short-list of 16 projects suitable for the CFA.  In the weeks which followed the kick-off workshop, the project continued in communication with the short-listed organisations and finally selected 10 of them to receive full support.  
The kick-off workshop provided an opportunity to educate a broader group of project developers on blended finance. We were also able to increase the visibility of the CFA program and the work of UK PACT in Colombia, as the kick-off was part of a national event attended by many stakeholders. The breakout innovation sessions allowed members of the CFA consortium to better understand the status of projects submitted in the open call and more generally the common challenges across the sectors. This informed the design of the coaching webinars and the distribution of the projects for the final workshop. ",Two-day kick-off workshop ,Output 1.2 Person days of training,Output,2019 Q4,Approved,05-Jun-2020 10:32:06,3814659000000449003,25,In_reported,The Climate Group (TCG),Colombia,Component 1: bilateral programme fund
